bootstrap,model,n_rows,mae,rmse,r2
40,count_plus_all_pairs,239,0.224202471001859,0.268130502940502,0.9062895600138091
41,additive_head,239,0.38459065497142003,0.459187733927858,0.7578701419528352
41,count_additive,239,0.3911583279988157,0.46601702044533144,0.7506144141821555
41,count_plus_PB_count,239,0.3833064356796234,0.4464181240040099,0.7711497312795528
41,count_plus_PE_count,239,0.2623581135621162,0.3155895496381187,0.885629763849433
41,count_plus_BE_count,239,0.3914616583065162,0.4641588587622247,0.7525992124136498
41,count_plus_all_pairs,239,0.2400539825839761,0.2872777794420134,0.9052297860845899
42,additive_head,239,0.3663031209756176,0.4394336566936309,0.7650254705219297
42,count_additive,239,0.3719168466596976,0.4452786365025235,0.7587330283664049
42,count_plus_PB_count,239,0.3636436818918245,0.4252810136959521,0.7799171792638238
42,count_plus_PE_count,239,0.250664873746419,0.3021189132628965,0.888931736367397
42,count_plus_BE_count,239,0.37228018561980325,0.4435099352335167,0.7606459056242368
42,count_plus_all_pairs,239,0.22811510472629118,0.27331442963251334,0.9091009642061023
43,additive_head,239,0.35607792149010736,0.4287386210287415,0.7622070019685667
43,count_additive,239,0.361321439669468,0.4343205332524936,0.7559748588941833
43,count_plus_PB_count,239,0.3544703316886141,0.4152285437940463,0.7769571789425118
43,count_plus_PE_count,239,0.2426109352181845,0.29296806470569775,0.8889664019848622
43,count_plus_BE_count,239,0.3611891350076565,0.43172421334417854,0.7588836489975731
43,count_plus_all_pairs,239,0.22066601370624603,0.2643557341898856,0.9095952354917864
44,additive_head,239,0.3906295409039827,0.46972935926046694,0.7541790332817572
44,count_additive,239,0.39760957983769357,0.4764892411235864,0.7470528974142652
44,count_plus_PB_count,239,0.38848820945862056,0.4548994502573998,0.7694557286482655
44,count_plus_PE_count,239,0.26771573702757395,0.3226581251906289,0.884013158200345
44,count_plus_BE_count,239,0.3970848315014084,0.47443982405342183,0.7492241081727394
44,count_plus_all_pairs,239,0.2423672348582081,0.2914384664538576,0.9053725238092801
45,additive_head,239,0.3870238979883077,0.46256694817784966,0.752081290338684
45,count_additive,239,0.39310840235234207,0.46914076215982164,0.7449845779069788
45,count_plus_PB_count,239,0.38519756898212953,0.44899339784207953,0.7664176533587488
45,count_plus_PE_count,239,0.26530631021892914,0.3184694097538702,0.8824843916759603
45,count_plus_BE_count,239,0.39425149216040495,0.4682018985607119,0.7460042510758009
45,count_plus_all_pairs,239,0.24304175531897124,0.29042605415245704,0.9022692445408307
46,additive_head,239,0.36314990173715656,0.43329045958167917,0.7606204819092655
46,count_additive,239,0.36889071700819037,0.43956365491461946,0.7536388136467956
46,count_plus_PB_count,239,0.3614336290896847,0.4208579480529139,0.7741605528986
46,count_plus_PE_count,239,0.2470136786925418,0.2971635676910778,0.8874048036381488
46,count_plus_BE_count,239,0.36944821486467105,0.4382368187909206,0.7551238662344286
46,count_plus_all_pairs,239,0.22591311862431462,0.2705320454128114,0.9066818399336234
47,additive_head,239,0.39820427361831495,0.4732387789197013,0.7492598731468925
47,count_additive,239,0.4047268198572457,0.48079719440041085,0.7411864316443886
47,count_plus_PB_count,239,0.3973436361063478,0.46102930418692223,0.7620310724977581
47,count_plus_PE_count,239,0.2728481051263956,0.32734472287210314,0.8800296629035823
47,count_plus_BE_count,239,0.40577550840418747,0.47945420569745545,0.7426302763994397
47,count_plus_all_pairs,239,0.2514626930702342,0.29960217247001003,0.8995029977140502
48,additive_head,239,0.403012218799352,0.48192608408275306,0.7577158988099967
48,count_additive,239,0.40993814683544855,0.4890907464175803,0.7504584073198107
48,count_plus_PB_count,239,0.40144298579963134,0.46794928272797176,0.7715655382929816
48,count_plus_PE_count,239,0.2763144300338892,0.3314273828032852,0.8854115552118955
48,count_plus_BE_count,239,0.4103625371447836,0.48737983574634364,0.7522012193517327
48,count_plus_all_pairs,239,0.2521815388907539,0.30132514743872446,0.9052815012684038
49,additive_head,239,0.3887812115954281,0.46699227653126874,0.7619400672331064
49,count_additive,239,0.39478445373452553,0.4733586453406826,0.7554050210742904
49,count_plus_PB_count,239,0.3862028447332296,0.451086329679675,0.777880727459343
49,count_plus_PE_count,239,0.2670418872481459,0.32124295495636523,0.8873492376865014
49,count_plus_BE_count,239,0.39601284041689055,0.4724827082766919,0.7563094159898417
49,count_plus_all_pairs,239,0.24300328170561486,0.29047108761484686,0.907897221387716
50,additive_head,239,0.37209711995039335,0.448857515177971,0.7693352865330084
50,count_additive,239,0.3789926686733332,0.4548168725535272,0.7631696834340089
50,count_plus_PB_count,239,0.3692990701144071,0.43268588681070713,0.7856568445129705
50,count_plus_PE_count,239,0.25717690954018796,0.30973601162110176,0.8901632778109625
50,count_plus_BE_count,239,0.3787333132177873,0.45323504514406293,0.7648141836579372
50,count_plus_all_pairs,239,0.23208665844220058,0.27855116476015973,0.911167043159741
51,additive_head,239,0.3753907973207169,0.45035415180709604,0.764496163901491
51,count_additive,239,0.38166441633599885,0.4564307949691925,0.7580979658382261
51,count_plus_PB_count,239,0.37257635325637845,0.43486089054817473,0.7804212310991954
51,count_plus_PE_count,239,0.25614281878631845,0.308280835852388,0.8896473670427038
51,count_plus_BE_count,239,0.3820924515472668,0.45534922855085574,0.759243038144239
