epsilon,context_seed,design_seed,mask_index,split,finite_response,atp_prediction
5.0,17,7,84,train,0.013021048158407211,-0.07008744966715555
5.0,17,7,85,holdout,-0.19048109650611877,-0.26915452525184225
5.0,17,7,86,train,3.0354490280151367,3.048782350368232
5.0,17,7,87,train,-0.03361284360289574,-0.1134169931976911
5.0,17,7,88,holdout,-1.9879074096679688,-2.352416003046976
5.0,17,7,89,train,2.685248613357544,2.3376071340894056
5.0,17,7,90,holdout,2.8295304775238037,2.3821388844711087
5.0,17,7,91,holdout,-2.2136964797973633,-2.6367110081355434
5.0,17,7,92,train,0.03900103643536568,0.010442386845146586
5.0,17,7,93,train,-1.1834518909454346,-1.083406670174251
5.0,17,7,94,holdout,3.1856298446655273,3.486697857233088
5.0,17,7,95,validation,-0.0927041620016098,-0.06702058948080747
5.0,17,7,96,validation,2.8065388202667236,2.288136003626134
5.0,17,7,97,train,3.88157057762146,4.225034406430889
5.0,17,7,98,train,-0.3568621873855591,-0.3294823082005583
5.0,17,7,99,holdout,-0.4225456416606903,-0.39487180610497785
5.0,17,7,100,train,3.2217321395874023,3.8962787267274273
5.0,17,7,101,holdout,-0.20457321405410767,-0.09876256643377615
5.0,17,7,102,holdout,0.046790361404418945,0.1693817600533574
5.0,17,7,103,validation,3.356950283050537,3.759851988892424
5.0,17,7,104,train,3.3419318199157715,3.686726132364515
5.0,17,7,105,validation,2.9752273559570312,2.6241139374401974
5.0,17,7,106,holdout,-0.414760947227478,-0.36749561346287485
5.0,17,7,107,holdout,3.9166181087493896,4.286449116965135
5.0,17,7,108,validation,-0.32903119921684265,-0.33545900294169795
5.0,17,7,109,train,-0.6618115305900574,-0.9169313104329583
5.0,17,7,110,holdout,4.797754287719727,6.559067952162945
5.0,17,7,111,train,0.018582209944725037,-0.07263082546588043
5.0,17,7,112,holdout,4.169445514678955,4.807352074615197
5.0,17,7,113,train,-0.12399466335773468,-0.34965985687449574
5.0,17,7,114,train,-3.028327465057373,-4.47029085116663
5.0,17,7,115,validation,-1.624435305595398,-1.7119933192018673
5.0,17,7,116,holdout,1.0766870975494385,0.7910979472122086
5.0,17,7,117,train,-0.5667415857315063,-0.7200727013618028
5.0,17,7,118,holdout,3.0856151580810547,3.5206100913910268
5.0,17,7,119,train,2.229161262512207,1.7236128666748602
5.0,17,7,120,holdout,0.09638442099094391,0.05229305398340024
5.0,17,7,121,holdout,-2.688504219055176,-3.5249873297289014
5.0,17,7,122,validation,-0.9012830853462219,-1.0663060194518348
5.0,17,7,123,validation,1.8015190362930298,1.3437598912220827
