epsilon,component,layer,bin,token_start,token_end_exclusive,finite_effect,atp_effect,atp_calibrated_effect,ridge_effect,omp_effect
2.0,18,2,2,15,23,0.11490403115749359,0.2892721891403198,0.15533246125673136,0.1486465982629505,0.0
2.0,19,2,3,23,31,0.11865819990634918,0.36241111159324646,0.1946063675110495,-0.02317280121542188,0.0
2.0,20,2,4,31,39,0.11134787648916245,0.3342096507549286,0.17946283665151602,0.23196588660990536,0.0
2.0,21,2,5,39,47,0.19778931140899658,0.18938884139060974,0.10169741845972606,0.13915807629557755,0.0
2.0,22,2,6,47,55,0.15698274970054626,0.26281875371932983,0.14112757953322375,-0.009097302709283024,0.0
2.0,23,2,7,55,63,3.0754246711730957,5.388696193695068,2.8936049649951134,2.9313324191207513,2.9212718239938846
2.0,24,3,0,0,7,0.0,0.0,0.0,-0.19880473472043234,0.0
2.0,25,3,1,7,15,0.0,0.0,0.0,-0.030286040460947204,0.0
2.0,26,3,2,15,23,0.0,0.0,0.0,-0.1049731621677729,0.0
2.0,27,3,3,23,31,0.0,0.0,0.0,-0.043157491759888165,0.0
2.0,28,3,4,31,39,0.0,0.0,0.0,0.08127258272602295,0.0
2.0,29,3,5,39,47,0.0,0.0,0.0,-0.07550748071450172,0.0
2.0,30,3,6,47,55,0.0,0.0,0.0,-0.04963100375311378,0.0
2.0,31,3,7,55,63,2.3754069805145264,3.432666540145874,1.843262374924818,2.0081801268955024,2.072708597670022
5.0,0,0,0,0,7,-0.07324729114770889,-0.3496543690562248,-0.1641435121187004,0.2963873631652933,0.0
5.0,1,0,1,7,15,-0.057543814182281494,-0.21515553817152977,-0.10100370197743787,-0.11689704508885192,0.0
5.0,2,0,2,15,23,-0.03376827389001846,0.25968948379158974,0.12190994222351473,-0.18888449064622476,0.0
5.0,3,0,3,23,31,-0.10111181437969208,0.7033982127904892,0.3302068078745558,-0.2679459118230129,0.0
5.0,4,0,4,31,39,-0.16206906735897064,0.665590688586235,0.31245825285392304,0.06640547413097977,0.0
5.0,5,0,5,39,47,0.0015852749347686768,-0.24074599146842957,-0.1130170135576723,-0.09740964725791434,0.0
5.0,6,0,6,47,55,0.12332494556903839,0.5173022300004959,0.24284497027252427,0.23419997581024185,0.0
5.0,7,0,7,55,63,6.062552452087402,14.201270341873169,6.666716039482305,6.866829858546827,6.744068041468701
5.0,8,1,0,0,7,0.08985865116119385,0.04963783547282219,0.02330223606377726,0.0846570009791522,0.0
5.0,9,1,1,7,15,0.1705048680305481,0.2876915968954563,0.13505539555796067,0.6167485603120556,0.0
5.0,10,1,2,15,23,0.21299195289611816,0.6847818940877914,0.32146746924472597,0.004245053381366995,0.0
5.0,11,1,3,23,31,0.120425745844841,1.0325050354003906,0.4847043760623245,0.05069295454261954,0.0
5.0,12,1,4,31,39,0.08059705793857574,0.7896015048027039,0.3706745164442249,0.014145370636648075,0.0
5.0,13,1,5,39,47,0.31008613109588623,-0.10764099657535553,-0.05053153282061444,-0.12140577573476961,0.0
5.0,14,1,6,47,55,0.13512839376926422,0.5969846248626709,0.2802514759655886,0.14677768573051542,0.0
5.0,15,1,7,55,63,5.743813514709473,12.958699464797974,6.083397294259534,6.060427508963097,6.006120610488926
5.0,16,2,0,0,7,0.09938781708478928,0.028269437607377768,0.013270947498869378,0.1515525406563452,0.0
5.0,17,2,1,7,15,0.17425602674484253,0.283178873360157,0.13293691984062841,-0.05443469302536791,0.0
5.0,18,2,2,15,23,0.2367677092552185,0.7231804728507996,0.33949349190115435,0.010965754898917593,0.0
5.0,19,2,3,23,31,0.20467281341552734,0.9060277789831161,0.42533025433318755,-0.5275490958166216,0.0
5.0,20,2,4,31,39,0.23954267799854279,0.8355241268873215,0.3922326639800757,0.5655026101100674,0.0
5.0,21,2,5,39,47,0.415801078081131,0.47347210347652435,0.22226913441590201,0.4274301855099186,0.0
5.0,22,2,6,47,55,0.31520217657089233,0.6570468842983246,0.30844740623857037,-0.48439614199855896,0.0
5.0,23,2,7,55,63,5.261265754699707,13.471740484237671,6.324241860335151,6.084701783421486,5.938690963732058
5.0,24,3,0,0,7,0.0,0.0,0.0,-0.46525148463786664,-0.7118109473492121
5.0,25,3,1,7,15,0.0,0.0,0.0,-0.4568028860139722,0.0
5.0,26,3,2,15,23,0.0,0.0,0.0,-0.5574364887242156,0.0
5.0,27,3,3,23,31,0.0,0.0,0.0,0.047545508152453814,0.0
5.0,28,3,4,31,39,0.0,0.0,0.0,0.3359006893805071,0.0
5.0,29,3,5,39,47,0.0,0.0,0.0,-0.3776166906325462,0.0
5.0,30,3,6,47,55,0.0,0.0,0.0,-0.09873734663562636,0.0
5.0,31,3,7,55,63,4.324570655822754,8.581666350364685,4.028620773084693,4.594992396359468,4.62020899603985
8.0,0,0,0,0,7,-0.03706926479935646,-0.5594469904899597,-0.23646129614208947,0.49611369392948274,0.0
8.0,1,0,1,7,15,-0.003754386678338051,-0.34424886107444763,-0.1455035656082645,-0.15503191844879569,0.0
8.0,2,0,2,15,23,-0.09973752498626709,0.4155031740665436,0.1756206052782232,-0.11868390459438022,-0.7314851084136504
8.0,3,0,3,23,31,-0.18252825736999512,1.1254371404647827,0.475688187593397,-0.4321632242863698,0.0
8.0,4,0,4,31,39,-0.30152785778045654,1.064945101737976,0.4501200352451454,-0.1320471898574591,0.0
8.0,5,0,5,39,47,-0.00042691826820373535,-0.3851935863494873,-0.16280966068661742,-0.5516682597672445,0.0
8.0,6,0,6,47,55,-0.037399277091026306,0.8276835680007935,0.3498367720480022,0.2740649676326768,0.0
8.0,7,0,7,55,63,7.984955310821533,22.72203254699707,9.603914863033115,10.056257465145475,9.914732472595853
8.0,8,1,0,0,7,0.22929266095161438,0.0794205367565155,0.0335686550843697,0.07546772301907691,0.0
8.0,9,1,1,7,15,0.2903735041618347,0.4603065550327301,0.19455763723103417,0.45641555894346536,0.0
8.0,10,1,2,15,23,0.3210466504096985,1.0956510305404663,0.4630985012076213,0.003093430896505689,0.0
8.0,11,1,3,23,31,0.13329502940177917,1.652008056640625,0.6982537630031763,0.17679292039033412,0.0
8.0,12,1,4,31,39,0.247950479388237,1.2633624076843262,0.5339850200223536,-0.0999257574675256,0.0
8.0,13,1,5,39,47,0.4289288818836212,-0.17222559452056885,-0.07279454175543827,-0.3148688067096335,0.0
8.0,14,1,6,47,55,0.12517550587654114,0.9551753997802734,0.4037237073655068,0.23528645120150135,0.0
8.0,15,1,7,55,63,7.556035995483398,20.733919143676758,8.76359955127344,8.878972438320114,8.93698456974811
8.0,16,2,0,0,7,0.15174823999404907,0.04523110017180443,0.019117815904578558,0.14636818211182048,0.0
8.0,17,2,1,7,15,0.27500391006469727,0.4530861973762512,0.19150581076832465,-0.01085301851607999,0.0
8.0,18,2,2,15,23,0.26070231199264526,1.1570887565612793,0.489066366928341,-0.16501641353571478,0.0
8.0,19,2,3,23,31,0.30887508392333984,1.4496444463729858,0.6127207949305965,-0.5879222542301007,0.0
8.0,20,2,4,31,39,0.27038151025772095,1.3368386030197144,0.565041182053682,0.6393829277326704,0.0
8.0,21,2,5,39,47,0.4693165421485901,0.757555365562439,0.3201957051970299,0.6294281706882684,0.0
8.0,22,2,6,47,55,0.39925000071525574,1.0512750148773193,0.4443421036226785,-0.7338567726823856,0.0
8.0,23,2,7,55,63,6.69182825088501,21.554784774780273,9.11055458792354,8.483244588969896,8.257049729388253
8.0,24,3,0,0,7,0.0,0.0,0.0,-0.5621265132792944,-0.9032303242218983
8.0,25,3,1,7,15,0.0,0.0,0.0,-0.3788439458971415,0.0
8.0,26,3,2,15,23,0.0,0.0,0.0,-0.5157898763903317,0.0
8.0,27,3,3,23,31,0.0,0.0,0.0,-0.08406697183695393,0.0
8.0,28,3,4,31,39,0.0,0.0,0.0,0.5537121112530563,0.0
8.0,29,3,5,39,47,0.0,0.0,0.0,-0.4869681999249265,0.0
8.0,30,3,6,47,55,0.0,0.0,0.0,-0.15849108807366877,0.0
8.0,31,3,7,55,63,5.499544620513916,13.730666160583496,5.803536657480992,6.175108604915188,6.156507560926671
