epsilon,m_gain,holdout_r2_mean,holdout_r2_std,gain_mean,gain_std,repeats,omp_holdout_r2,ridge_holdout_r2,atp_calibrated_holdout_r2,omp_minus_budgeted_atp_r2,ridge_minus_budgeted_atp_r2
5.0,64,0.9457471643754534,0.0018059384474606959,1.0306697263555717,0.017264076009602378,50,0.934132253605543,0.936002050167161,0.9438544456560584,-0.011614910769910392,-0.009745114208292383
5.0,96,0.9456604413568371,,1.0274243762426742,,1,0.934132253605543,0.936002050167161,0.9438544456560584,-0.011528187751294161,-0.009658391189676152
8.0,0,0.9548568410862068,,1.0,,1,0.9582212916712922,0.9489854121244518,0.9576327117416638,0.003364450585085388,-0.005871428961755076
8.0,1,-11.101700688302406,61.47536080847412,1.0646209785671545,3.0372825061342312,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,12.059921979973698,12.050686100426859
8.0,2,0.8488973120811407,0.38177390066372985,0.9455789859989384,0.2919361631206723,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,0.1093239795901515,0.10008810004331103
8.0,4,0.9321714167920705,0.07071470571229062,0.9500381698642183,0.14600813689337724,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,0.026049874879221724,0.01681399533238126
8.0,8,0.952323987669805,0.013232698670640709,0.934728273145206,0.07787262244068585,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,0.005897304001487247,-0.0033385755453532173
8.0,16,0.9564368048117734,0.0037347225988124365,0.905229593323418,0.0438611320462879,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,0.001784486859518819,-0.007451392687321645
8.0,32,0.9581654881229579,0.0020509951297260944,0.9036426545212354,0.02226507094885811,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,5.580354833434331e-05,-0.009180075998506121
8.0,64,0.9583666905842512,0.0010356080099142787,0.9009429414522817,0.012393764689951497,50,0.9582212916712922,0.9489854121244518,0.9576327117416638,-0.00014539891295894947,-0.009381278459799414
8.0,96,0.9586403882791684,,0.9017267069178894,,1,0.9582212916712922,0.9489854121244518,0.9576327117416638,-0.0004190966078762015,-0.009654976154716666
