bootstrap,ablation,metric,value
3,zero,I_PBE_third_order,0.7532457318156958
4,mean,D_P,0.30642842408269644
4,mean,D_B,0.3795406837016344
4,mean,D_E,-2.0156774511560798
4,mean,D_PB,1.5768420649692416
4,mean,D_PE,-0.060828130692243576
4,mean,D_BE,-1.1262917798012495
4,mean,D_PBE,1.968402048572898
4,mean,I_PB,0.8908729571849108
4,mean,I_PE,1.6484208963811398
4,mean,I_BE,0.5098449876531959
4,mean,I_PB_per_pair,0.03711970654937129
4,mean,I_PE_per_pair,0.2747368160635233
4,mean,I_BE_per_pair,0.03186531172832474
4,mean,I_PE_minus_PB,0.757547939196229
4,mean,I_PB_minus_BE,0.3810279695317149
4,mean,I_PE_minus_BE,1.138575908727944
4,mean,I_PBE_third_order,0.24897155072540045
4,zero,D_P,-0.030749769881367683
4,zero,D_B,0.3449835805222392
4,zero,D_E,-2.096545943059027
4,zero,D_PB,1.3526049107313156
4,zero,D_PE,-0.6025438280776143
4,zero,D_BE,-1.216528134420514
4,zero,D_PBE,1.81463931966573
4,zero,I_PB,1.038371100090444
4,zero,I_PE,1.5247518848627806
4,zero,I_BE,0.5350342281162739
4,zero,I_PB_per_pair,0.043265462503768504
4,zero,I_PE_per_pair,0.25412531414379674
4,zero,I_BE_per_pair,0.03343963925726712
4,zero,I_PE_minus_PB,0.4863807847723365
4,zero,I_PB_minus_BE,0.5033368719741702
4,zero,I_PE_minus_BE,0.9897176567465067
4,zero,I_PBE_third_order,0.49879423901438713
5,mean,D_P,0.26630457676947117
5,mean,D_B,0.516852892935276
5,mean,D_E,-2.400444535538554
5,mean,D_PB,1.9836224056780338
5,mean,D_PE,-0.23293336015194654
5,mean,D_BE,-1.3318532966077328
5,mean,D_PBE,2.3969506016001105
5,mean,I_PB,1.2004649359732866
5,mean,I_PE,1.9012065986171365
5,mean,I_BE,0.5517383459955454
5,mean,I_PB_per_pair,0.05001937233222028
5,mean,I_PE_per_pair,0.3168677664361894
5,mean,I_BE_per_pair,0.03448364662472159
5,mean,I_PE_minus_PB,0.7007416626438498
5,mean,I_PB_minus_BE,0.6487265899777412
5,mean,I_PE_minus_BE,1.349468252621591
5,mean,I_PBE_third_order,0.36082778684794903
5,zero,D_P,-0.18896146211773157
5,zero,D_B,0.44293597526848316
5,zero,D_E,-2.4633809914812446
5,zero,D_PB,1.650258069857955
5,zero,D_PE,-0.9020716529339552
5,zero,D_BE,-1.4523400301113725
5,zero,D_PBE,2.157165485434234
5,zero,I_PB,1.3962835567072034
5,zero,I_PE,1.750270800665021
5,zero,I_BE,0.5681049861013889
5,zero,I_PB_per_pair,0.05817848152946681
5,zero,I_PE_per_pair,0.29171180011083686
5,zero,I_BE_per_pair,0.03550656163133681
5,zero,I_PE_minus_PB,0.35398724395781755
5,zero,I_PB_minus_BE,0.8281785706058145
5,zero,I_PE_minus_BE,1.182165814563632
5,zero,I_PBE_third_order,0.6519126202911139
6,mean,D_P,0.23946213349699974
6,mean,D_B,0.47733945678919554
6,mean,D_E,-2.3337649647146463
6,mean,D_PB,1.8210700638592243
6,mean,D_PE,-0.2886243863031268
6,mean,D_BE,-1.3132130410522223
6,mean,D_PBE,2.167761149816215
6,mean,I_PB,1.104268473573029
6,mean,I_PE,1.8056784449145198
6,mean,I_BE,0.5432124668732285
6,mean,I_PB_per_pair,0.046011186398876205
6,mean,I_PE_per_pair,0.30094640748575324
6,mean,I_BE_per_pair,0.033950779179576784
6,mean,I_PE_minus_PB,0.7014099713414907
6,mean,I_PB_minus_BE,0.5610560066998005
6,mean,I_PE_minus_BE,1.2624659780412912
6,mean,I_PBE_third_order,0.3315651388838887
6,zero,D_P,-0.18119161762297153
6,zero,D_B,0.41981337033212185
6,zero,D_E,-2.356051566079259
6,zero,D_PB,1.5111428499221802
6,zero,D_PE,-0.8736596228554845
6,zero,D_BE,-1.3878690209239721
6,zero,D_PBE,1.9548633703961968
6,zero,I_PB,1.2725210972130299
6,zero,I_PE,1.663583560846746
6,zero,I_BE,0.5483691748231649
6,zero,I_PB_per_pair,0.05302171238387625
6,zero,I_PE_per_pair,0.277263926807791
6,zero,I_BE_per_pair,0.03427307342644781
6,zero,I_PE_minus_PB,0.3910624636337161
6,zero,I_PB_minus_BE,0.7241519223898649
6,zero,I_PE_minus_BE,1.115214386023581
6,zero,I_PBE_third_order,0.5878193508833647
7,mean,D_P,0.5159262791275978
7,mean,D_B,0.3289174484089017
7,mean,D_E,-2.5061163855716586
7,mean,D_PB,1.9235364068299532
7,mean,D_PE,0.02262912131845951
7,mean,D_BE,-1.7036499483510852
7,mean,D_PBE,2.243191453628242
7,mean,I_PB,1.0786926792934537
7,mean,I_PE,2.0128192277625203
7,mean,I_BE,0.47354898881167173
7,mean,I_PB_per_pair,0.04494552830389391
7,mean,I_PE_per_pair,0.3354698712937534
7,mean,I_BE_per_pair,0.029596811800729483
7,mean,I_PE_minus_PB,0.9341265484690666
7,mean,I_PB_minus_BE,0.605143690481782
7,mean,I_PE_minus_BE,1.5392702389508486
7,mean,I_PBE_third_order,0.3394032157957554
7,zero,D_P,0.08081994485110044
7,zero,D_B,0.16805033758282661
7,zero,D_E,-2.6385262785479426
7,zero,D_PB,1.570396608673036
7,zero,D_PE,-0.6508039459586143
7,zero,D_BE,-1.9519316209480166
7,zero,D_PBE,2.008147264830768
7,zero,I_PB,1.321526326239109
7,zero,I_PE,1.9069023877382278
7,zero,I_BE,0.5185443200170994
7,zero,I_PB_per_pair,0.05506359692662954
7,zero,I_PE_per_pair,0.31781706462303794
7,zero,I_BE_per_pair,0.03240902000106871
7,zero,I_PE_minus_PB,0.5853760614991188
7,zero,I_PB_minus_BE,0.8029820062220097
7,zero,I_PE_minus_BE,1.3883580677211285
7,zero,I_PBE_third_order,0.6508302269503474
8,mean,D_P,0.4993731062859297
8,mean,D_B,0.3033955544233322
8,mean,D_E,-2.601802201010287
8,mean,D_PB,1.95804194919765
8,mean,D_PE,-0.02378222532570362
8,mean,D_BE,-1.8925512451678514
8,mean,D_PBE,2.236371207050979
8,mean,I_PB,1.155273288488388
8,mean,I_PE,2.0786468693986535
8,mean,I_BE,0.40585540141910315
8,mean,I_PB_per_pair,0.0481363870203495
8,mean,I_PE_per_pair,0.3464411448997756
8,mean,I_BE_per_pair,0.025365962588693947
8,mean,I_PE_minus_PB,0.9233735809102654
8,mean,I_PB_minus_BE,0.7494178870692849
8,mean,I_PE_minus_BE,1.6727914679795504
8,mean,I_PBE_third_order,0.39562918804585934
8,zero,D_P,-0.05067217443138361
8,zero,D_B,0.17799399606883526
8,zero,D_E,-2.6899775872007012
8,zero,D_PB,1.6192349176853895
8,zero,D_PE,-0.8386178649961948
8,zero,D_BE,-2.106524594128132
8,zero,D_PBE,1.9892974384129047
8,zero,I_PB,1.4919130960479379
8,zero,I_PE,1.90203189663589
8,zero,I_BE,0.4054589970037341
8,zero,I_PB_per_pair,0.062163045668664076
8,zero,I_PE_per_pair,0.3170053161059817
8,zero,I_BE_per_pair,0.025341187312733382
8,zero,I_PE_minus_PB,0.41011880058795214
8,zero,I_PB_minus_BE,1.0864540990442038
8,zero,I_PE_minus_BE,1.496572899632156
8,zero,I_PBE_third_order,0.7525492142885923
9,mean,D_P,0.3465152205899358
9,mean,D_B,0.42137995548546314
9,mean,D_E,-2.348918284289539
9,mean,D_PB,1.9339547883719206
9,mean,D_PE,-0.09943254198879004
9,mean,D_BE,-1.3892764542251825
9,mean,D_PBE,2.346141481772065
9,mean,I_PB,1.1660596122965217
9,mean,I_PE,1.902970521710813
9,mean,I_BE,0.5382618745788932
9,mean,I_PB_per_pair,0.04858581717902174
9,mean,I_PE_per_pair,0.3171617536184688
9,mean,I_BE_per_pair,0.033641367161180824
9,mean,I_PE_minus_PB,0.7369109094142914
9,mean,I_PB_minus_BE,0.6277977377176285
9,mean,I_PE_minus_BE,1.3647086471319199
9,mean,I_PBE_third_order,0.3198725813999772
9,zero,D_P,-0.05752887297421694
9,zero,D_B,0.31001061480492353
9,zero,D_E,-2.4495789725333452
9,zero,D_PB,1.576088098809123
9,zero,D_PE,-0.6859791874885559
9,zero,D_BE,-1.5618426008149981
9,zero,D_PBE,2.1051494237035513
9,zero,I_PB,1.3236063569784164
9,zero,I_PE,1.8211286580190063
9,zero,I_BE,0.5777257569134235
9,zero,I_PB_per_pair,0.055150264874100685
9,zero,I_PE_per_pair,0.30352144300316775
9,zero,I_BE_per_pair,0.03610785980708897
9,zero,I_PE_minus_PB,0.4975223010405898
9,zero,I_PB_minus_BE,0.7458806000649929
9,zero,I_PE_minus_BE,1.2434029011055827
9,zero,I_PBE_third_order,0.5797858824953437
10,mean,D_P,0.42407508473843336
10,mean,D_B,0.39648018777370453
10,mean,D_E,-2.370227417908609
10,mean,D_PB,1.8660608949139714
10,mean,D_PE,-0.13240822963416576
10,mean,D_BE,-1.454575201496482
10,mean,D_PBE,2.166242758743465
10,mean,I_PB,1.0455056224018335
10,mean,I_PE,1.8137441035360098
10,mean,I_BE,0.5191720286384225
10,mean,I_PB_per_pair,0.043562734266743064
10,mean,I_PE_per_pair,0.3022906839226683
10,mean,I_BE_per_pair,0.032448251789901406
10,mean,I_PE_minus_PB,0.7682384811341763
10,mean,I_PB_minus_BE,0.526333593763411
10,mean,I_PE_minus_BE,1.2945720748975873
10,mean,I_PBE_third_order,0.33749314956367016
10,zero,D_P,0.012443709187209606
10,zero,D_B,0.3304892601445317
10,zero,D_E,-2.436595474369824
10,zero,D_PB,1.5916712377220392
10,zero,D_PE,-0.7905162591487169
10,zero,D_BE,-1.5619797389954329
10,zero,D_PBE,1.9690719274803996
10,zero,I_PB,1.248738268390298
10,zero,I_PE,1.6336355060338974
10,zero,I_BE,0.5441264752298594
10,zero,I_PB_per_pair,0.05203076118292908
10,zero,I_PE_per_pair,0.27227258433898294
10,zero,I_BE_per_pair,0.03400790470186621
10,zero,I_PE_minus_PB,0.3848972376435995
10,zero,I_PB_minus_BE,0.7046117931604385
10,zero,I_PE_minus_BE,1.089509030804038
10,zero,I_PBE_third_order,0.6362341828644276
11,mean,D_P,0.44938473496586084
11,mean,D_B,0.3998640915378928
11,mean,D_E,-2.3733648797497153
11,mean,D_PB,1.9719056077301502
11,mean,D_PE,-0.04016497544944286
11,mean,D_BE,-1.461024358868599
11,mean,D_PBE,2.3283870043233037
11,mean,I_PB,1.1226567812263966
11,mean,I_PE,1.8838151693344116
11,mean,I_BE,0.5124764293432236
11,mean,I_PB_per_pair,0.046777365884433195
11,mean,I_PE_per_pair,0.3139691948890686
11,mean,I_BE_per_pair,0.03202977683395147
11,mean,I_PE_minus_PB,0.7611583881080151
11,mean,I_PB_minus_BE,0.610180351883173
11,mean,I_PE_minus_BE,1.371338739991188
11,mean,I_PBE_third_order,0.3335546776652336
11,zero,D_P,0.0054725706577301025
11,zero,D_B,0.28805892542004585
11,zero,D_E,-2.4647623281925917
11,zero,D_PB,1.6192709114402533
11,zero,D_PE,-0.7083436287939548
11,zero,D_BE,-1.6382117830216885
11,zero,D_PBE,2.0804126923903823
11,zero,I_PB,1.3257394153624773
11,zero,I_PE,1.7509461287409067
11,zero,I_BE,0.5384916197508574
11,zero,I_PB_per_pair,0.05523914230676989
11,zero,I_PE_per_pair,0.2918243547901511
11,zero,I_BE_per_pair,0.033655726234428585
11,zero,I_PE_minus_PB,0.4252067133784294
11,zero,I_PB_minus_BE,0.78724779561162
11,zero,I_PE_minus_BE,1.2124545089900494
11,zero,I_PBE_third_order,0.6364663606509566
12,mean,D_P,0.1478533474728465
12,mean,D_B,0.5571076115593314
12,mean,D_E,-2.2211421439424157
12,mean,D_PB,1.8004991710186005
12,mean,D_PE,-0.37733422219753265
12,mean,D_BE,-1.1299420380964875
12,mean,D_PBE,2.1502411514520645
12,mean,I_PB,1.0955382119864225
12,mean,I_PE,1.6959545742720366
12,mean,I_BE,0.5340924942865968
12,mean,I_PB_per_pair,0.04564742549943428
12,mean,I_PE_per_pair,0.2826590957120061
12,mean,I_BE_per_pair,0.0333807808929123
12,mean,I_PE_minus_PB,0.600416362285614
12,mean,I_PB_minus_BE,0.5614457176998258
12,mean,I_PE_minus_BE,1.1618620799854398
12,mean,I_PBE_third_order,0.34083705581724644
12,zero,D_P,-0.29902745597064495
12,zero,D_B,0.5324687864631414
12,zero,D_E,-2.221359856426716
12,zero,D_PB,1.5055609596893191
12,zero,D_PE,-1.0023760609328747
12,zero,D_BE,-1.1634169053286314
12,zero,D_PBE,1.930679782293737
12,zero,I_PB,1.2721196291968226
12,zero,I_PE,1.5180112514644861
12,zero,I_BE,0.525474164634943
12,zero,I_PB_per_pair,0.053004984549867615
12,zero,I_PE_per_pair,0.253001875244081
12,zero,I_BE_per_pair,0.03284213528968394
12,zero,I_PE_minus_PB,0.24589162226766348
12,zero,I_PB_minus_BE,0.7466454645618796
12,zero,I_PE_minus_BE,0.9925370868295431
12,zero,I_PBE_third_order,0.6029932629317045
13,mean,D_P,0.22316089365631342
13,mean,D_B,0.35056096874177456
13,mean,D_E,-2.183938179165125
13,mean,D_PB,1.626844335347414
13,mean,D_PE,-0.131216655485332
13,mean,D_BE,-1.3599668126553297
13,mean,D_PBE,2.0530208526179194
13,mean,I_PB,1.053122472949326
13,mean,I_PE,1.8295606300234795
13,mean,I_BE,0.47341039776802063
13,mean,I_PB_per_pair,0.04388010303955525
13,mean,I_PE_per_pair,0.3049267716705799
13,mean,I_BE_per_pair,0.02958814986050129
13,mean,I_PE_minus_PB,0.7764381570741534
13,mean,I_PB_minus_BE,0.5797120751813054
13,mean,I_PE_minus_BE,1.3561502322554588
13,mean,I_PBE_third_order,0.30714366864413023
13,zero,D_P,-0.20466953050345182
13,zero,D_B,0.2981581585481763
13,zero,D_E,-2.253459303639829
13,zero,D_PB,1.3393980311229825
13,zero,D_PE,-0.7787925358861685
13,zero,D_BE,-1.4729295708239079
13,zero,D_PBE,1.8483992218971252
13,zero,I_PB,1.245909403078258
13,zero,I_PE,1.6793362982571125
13,zero,I_BE,0.482371574267745
13,zero,I_PB_per_pair,0.05191289179492742
13,zero,I_PE_per_pair,0.27988938304285205
13,zero,I_BE_per_pair,0.030148223391734064
13,zero,I_PE_minus_PB,0.43342689517885447
13,zero,I_PB_minus_BE,0.763537828810513
13,zero,I_PE_minus_BE,1.1969647239893675
13,zero,I_PBE_third_order,0.6007526218891144
14,mean,D_P,0.2880095476284623
14,mean,D_B,0.42429372295737267
14,mean,D_E,-2.1657096799463034
14,mean,D_PB,1.7376179490238428
14,mean,D_PE,-0.14270313922315836
14,mean,D_BE,-1.2350784400478005
14,mean,D_PBE,2.115322044119239
14,mean,I_PB,1.0253146784380078
14,mean,I_PE,1.7349969930946827
14,mean,I_BE,0.5063375169411302
14,mean,I_PB_per_pair,0.042721444934916995
14,mean,I_PE_per_pair,0.28916616551578045
14,mean,I_BE_per_pair,0.031646094808820635
14,mean,I_PE_minus_PB,0.7096823146566749
14,mean,I_PB_minus_BE,0.5189771614968777
14,mean,I_PE_minus_BE,1.2286594761535525
14,mean,I_PBE_third_order,0.30207926500588655
14,zero,D_P,-0.10930287279188633
14,zero,D_B,0.38225583732128143
14,zero,D_E,-2.2344131600111723
14,zero,D_PB,1.4762646136805415
14,zero,D_PE,-0.7312947129830718
14,zero,D_BE,-1.3327958174049854
14,zero,D_PBE,1.9382083360105753
14,zero,I_PB,1.2033116491511464
14,zero,I_PE,1.6124213198199868
14,zero,I_BE,0.5193615052849054
14,zero,I_PB_per_pair,0.05013798538129777
14,zero,I_PE_per_pair,0.26873688663666445
14,zero,I_BE_per_pair,0.03246009408030659
14,zero,I_PE_minus_PB,0.4091096706688404
14,zero,I_PB_minus_BE,0.683950143866241
14,zero,I_PE_minus_BE,1.0930598145350814
14,zero,I_PBE_third_order,0.5645740572363138
15,mean,D_P,0.4484653230756521
15,mean,D_B,0.37420877255499363
15,mean,D_E,-2.3668571477755904
15,mean,D_PB,1.9011100325733423
15,mean,D_PE,0.0022260406985878944
15,mean,D_BE,-1.497751820832491
15,mean,D_PBE,2.252424092963338
15,mean,I_PB,1.0784359369426966
15,mean,I_PE,1.9206178653985262
15,mean,I_BE,0.49489655438810587
15,mean,I_PB_per_pair,0.044934830705945686
15,mean,I_PE_per_pair,0.32010297756642103
15,mean,I_BE_per_pair,0.030931034649256617
15,mean,I_PE_minus_PB,0.8421819284558296
15,mean,I_PB_minus_BE,0.5835393825545907
15,mean,I_PE_minus_BE,1.4257213110104203
15,mean,I_PBE_third_order,0.30265678837895393
15,zero,D_P,0.052288852632045746
15,zero,D_B,0.27872739266604185
15,zero,D_E,-2.4778547724708915
15,zero,D_PB,1.6315831281244755
15,zero,D_PE,-0.624551790766418
15,zero,D_BE,-1.6667958237230778
15,zero,D_PBE,2.0641779182478786
15,zero,I_PB,1.3005668828263879
15,zero,I_PE,1.8010141290724277
15,zero,I_BE,0.5323315560817719
15,zero,I_PB_per_pair,0.05419028678443283
15,zero,I_PE_per_pair,0.30016902151207125
15,zero,I_BE_per_pair,0.03327072225511074
15,zero,I_PE_minus_PB,0.5004472462460399
15,zero,I_PB_minus_BE,0.768235326744616
15,zero,I_PE_minus_BE,1.268682572990656
15,zero,I_PBE_third_order,0.577103877440095
16,mean,D_P,0.34315949492156506
16,mean,D_B,0.39420506078749895
16,mean,D_E,-1.928188182413578
16,mean,D_PB,1.6465230518952012
16,mean,D_PE,-0.004410357214510441
16,mean,D_BE,-1.0115356175228953
16,mean,D_PBE,2.040934946388006
16,mean,I_PB,0.9091584961861372
16,mean,I_PE,1.5806183302775025
16,mean,I_BE,0.5224475041031837
16,mean,I_PB_per_pair,0.03788160400775572
16,mean,I_PE_per_pair,0.2634363883795838
16,mean,I_BE_per_pair,0.032652969006448984
16,mean,I_PE_minus_PB,0.6714598340913653
16,mean,I_PB_minus_BE,0.38671099208295345
16,mean,I_PE_minus_BE,1.0581708261743188
16,mean,I_PBE_third_order,0.21953424252569675
16,zero,D_P,0.032506801187992096
16,zero,D_B,0.3759278729557991
16,zero,D_E,-2.0099798627197742
16,zero,D_PB,1.4041100470349193
16,zero,D_PE,-0.49735681246966124
16,zero,D_BE,-1.074691097252071
16,zero,D_PBE,1.8787070447579026
16,zero,I_PB,0.9956753728911281
16,zero,I_PE,1.480116249062121
16,zero,I_BE,0.5593608925119042
16,zero,I_PB_per_pair,0.04148647387046367
16,zero,I_PE_per_pair,0.24668604151035348
16,zero,I_BE_per_pair,0.034960055781994015
16,zero,I_PE_minus_PB,0.48444087617099285
16,zero,I_PB_minus_BE,0.4363144803792238
16,zero,I_PE_minus_BE,0.9207553565502167
16,zero,I_PBE_third_order,0.44509971886873245
17,mean,D_P,0.24724566470831633
17,mean,D_B,0.498617310076952
17,mean,D_E,-2.269549206830561
17,mean,D_PB,1.8292382778599858
17,mean,D_PE,-0.27038671635091305
17,mean,D_BE,-1.2267256285995245
17,mean,D_PBE,2.165542802773416
17,mean,I_PB,1.0833753030747175
17,mean,I_PE,1.7519168257713318
17,mean,I_BE,0.5442062681540847
17,mean,I_PB_per_pair,0.045140637628113225
17,mean,I_PE_per_pair,0.2919861376285553
17,mean,I_BE_per_pair,0.03401289175963029
17,mean,I_PE_minus_PB,0.6685415226966143
17,mean,I_PB_minus_BE,0.5391690349206328
17,mean,I_PE_minus_BE,1.207710557617247
17,mean,I_PBE_third_order,0.3097306378185749
17,zero,D_P,-0.1395331360399723
17,zero,D_B,0.4521913127973676
17,zero,D_E,-2.301184264011681
17,zero,D_PB,1.562635793350637
17,zero,D_PE,-0.8391159269958735
17,zero,D_BE,-1.2898874105885625
17,zero,D_PBE,1.9778965581208467
17,zero,I_PB,1.2499776165932417
17,zero,I_PE,1.60160147305578
17,zero,I_BE,0.559105540625751
17,zero,I_PB_per_pair,0.05208240069138507
17,zero,I_PE_per_pair,0.26693357884262997
17,zero,I_BE_per_pair,0.03494409628910944
17,zero,I_PE_minus_PB,0.35162385646253824
17,zero,I_PB_minus_BE,0.6908720759674907
17,zero,I_PE_minus_BE,1.042495932430029
17,zero,I_PBE_third_order,0.5557380151003599
18,mean,D_P,0.27391743939369917
18,mean,D_B,0.4119322309270501
18,mean,D_E,-2.2304096585139632
18,mean,D_PB,1.7662187237292528
18,mean,D_PE,-0.07963060960173607
18,mean,D_BE,-1.2818737896159291
18,mean,D_PBE,2.254486905410886
18,mean,I_PB,1.0803690534085035
18,mean,I_PE,1.876861609518528
18,mean,I_BE,0.536603637970984
18,mean,I_PB_per_pair,0.045015377225354314
18,mean,I_PE_per_pair,0.312810268253088
18,mean,I_BE_per_pair,0.0335377273731865
18,mean,I_PE_minus_PB,0.7964925561100245
18,mean,I_PB_minus_BE,0.5437654154375196
18,mean,I_PE_minus_BE,1.340257971547544
18,mean,I_PBE_third_order,0.30521259270608425
18,zero,D_P,-0.10941295139491558
18,zero,D_B,0.3636919008567929
18,zero,D_E,-2.338766830973327
18,zero,D_PB,1.4724971037358046
18,zero,D_PE,-0.6868825508281589
18,zero,D_BE,-1.4077206188812852
18,zero,D_PBE,2.05052699893713
18,zero,I_PB,1.2182181542739272
18,zero,I_PE,1.7612972315400839
18,zero,I_BE,0.567354311235249
18,zero,I_PB_per_pair,0.050759089761413634
18,zero,I_PE_per_pair,0.293549538590014
18,zero,I_BE_per_pair,0.035459644452203065
18,zero,I_PE_minus_PB,0.5430790772661567
18,zero,I_PB_minus_BE,0.6508638430386782
18,zero,I_PE_minus_BE,1.1939429203048348
18,zero,I_PBE_third_order,0.5881451833993196
19,mean,D_P,0.2385446773841977
19,mean,D_B,0.3005405515432358
19,mean,D_E,-2.0128702484071255
19,mean,D_PB,1.5363417221233249
19,mean,D_PE,-0.05791843496263027
19,mean,D_BE,-1.2257498940452933
19,mean,D_PBE,2.0218102261424065
19,mean,I_PB,0.9972564931958914
19,mean,I_PE,1.7164071360602975
19,mean,I_BE,0.48657980281859636
19,mean,I_PB_per_pair,0.04155235388316214
19,mean,I_PE_per_pair,0.2860678560100496
19,mean,I_BE_per_pair,0.030411237676162273
19,mean,I_PE_minus_PB,0.7191506428644061
19,mean,I_PB_minus_BE,0.510676690377295
