template_id,order,frame_id,ablation,prompt_idx,subset_idx,subset_name,group_code,logit_diff,drop_from_clean,io_name,s_name,io_token,s_token
abba_t0,ABBA,t0,mean,89,1,P:9.9,singleton,5.733119964599609,0.03334999084472656,James,Emily,3700,17608
abba_t0,ABBA,t0,mean,90,1,P:9.9,singleton,3.576953887939453,-0.02555084228515625,John,Rachel,1757,15984
abba_t0,ABBA,t0,mean,91,1,P:9.9,singleton,5.987787246704102,-0.9372444152832031,Michael,Alice,3899,14862
abba_t0,ABBA,t0,mean,92,1,P:9.9,singleton,5.970767021179199,-0.27771949768066406,Steven,Emily,8239,17608
abba_t0,ABBA,t0,mean,93,1,P:9.9,singleton,2.4389867782592773,0.8660411834716797,Laura,Karen,16753,18678
abba_t0,ABBA,t0,mean,94,1,P:9.9,singleton,3.981297492980957,0.07598114013671875,Sarah,David,10490,3271
abba_t0,ABBA,t0,mean,95,1,P:9.9,singleton,4.705842971801758,0.6486692428588867,Emma,Jason,18966,8982
abba_t0,ABBA,t0,mean,96,1,P:9.9,singleton,1.7631149291992188,0.051006317138671875,Mary,Alice,5335,14862
abba_t0,ABBA,t0,mean,97,1,P:9.9,singleton,4.041203498840332,-0.34780120849609375,Karen,Tom,18678,4186
abba_t0,ABBA,t0,mean,98,1,P:9.9,singleton,5.7821149826049805,-0.72271728515625,Nancy,Steven,18496,8239
abba_t0,ABBA,t0,mean,99,1,P:9.9,singleton,2.102280616760254,0.3415336608886719,Emily,Mary,17608,5335
abba_t0,ABBA,t0,mean,100,1,P:9.9,singleton,4.44081974029541,0.023980140686035156,Jason,Kevin,8982,7939
abba_t0,ABBA,t0,mean,101,1,P:9.9,singleton,4.8111419677734375,0.9832878112792969,Mark,Helen,2940,22695
abba_t0,ABBA,t0,mean,102,1,P:9.9,singleton,2.935464859008789,-0.2895479202270508,Lisa,Susan,15378,14919
abba_t0,ABBA,t0,mean,103,1,P:9.9,singleton,3.19789981842041,-0.04116535186767578,Bob,John,5811,1757
abba_t0,ABBA,t0,mean,104,1,P:9.9,singleton,4.149735450744629,0.16531944274902344,Alice,Mark,14862,2940
abba_t0,ABBA,t0,mean,105,1,P:9.9,singleton,4.503594398498535,0.39993953704833984,James,Lisa,3700,15378
abba_t0,ABBA,t0,mean,106,1,P:9.9,singleton,3.9235458374023438,-0.5670318603515625,Alice,Daniel,14862,7806
abba_t0,ABBA,t0,mean,107,1,P:9.9,singleton,5.730313301086426,-0.05483245849609375,Bob,Laura,5811,16753
